5200102906,CELERY GROUP S.A.S.,NI,901243177-6,315,20-05-2019,01-05-2019,31-05-2019,13-29,EQUIDAD SEGUROS O.C.,0010,,,,0,,426000
5200102906,CELERY GROUP S.A.S.,NI,901243177-6,339,23-05-2019,23-05-2019,30-06-2019,13-29,EQUIDAD SEGUROS O.C.,0010,,,,0,,426000
